Model,XGBoost_Available,Train_R2,Test_R2,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,CV_Mean_R2,CV_Std_R2
XGBoost,True,0.9605156133004,0.8929816008164494,0.3005320384440061,0.5070242696841037,0.2380283946239089,0.4026351749057777,0.8793101087923748,0.009179954544354281
